"date","banksy.tot","banksy.pos","banksy.neg","banksy.neu","banksy.imp","burmavj.tot","burmavj.pos","burmavj.neg","burmavj.neu","burmavj.imp","dangerousman.tot","dangerousman.pos","dangerousman.neg","dangerousman.neu","dangerousman.imp","foodinc.tot","foodinc.pos","foodinc.neg","foodinc.neu","foodinc.imp","gasland.tot","gasland.pos","gasland.neg","gasland.neu","gasland.imp","hellandbackagain.tot","hellandbackagain.pos","hellandbackagain.neg","hellandbackagain.neu","hellandbackagain.imp","ifatreefalls.tot","ifatreefalls.pos","ifatreefalls.neg","ifatreefalls.neu","ifatreefalls.imp","insidejob.tot","insidejob.pos","insidejob.neg","insidejob.neu","insidejob.imp","paradiselost3.tot","paradiselost3.pos","paradiselost3.neg","paradiselost3.neu","paradiselost3.imp","pina.tot","pina.pos","pina.neg","pina.neu","pina.imp","restrepo.tot","restrepo.pos","restrepo.neg","restrepo.neu","restrepo.imp","thecove.tot","thecove.pos","thecove.neg","thecove.neu","thecove.imp","wasteland.tot","wasteland.pos","wasteland.neg","wasteland.neu","wasteland.imp","whichwayhome.tot","whichwayhome.pos","whichwayhome.neg","whichwayhome.neu","whichwayhome.imp","burmavj.goog","thecove.goog","dangerousman.goog","wasteland.goog","whichwayhome.goog","banksy.goog","foodinc.goog","gasland.goog","hellandbackagain.goog","ifatreefalls.goog","insidejob.goog","paradiselost3.goog","restrepo.goog","banksy.tv.cts","banksy.show.cts","banksy.pap.cts","banksy.article.cts","dangerousman.tv.cts","dangerousman.show.cts","dangerousman.pap.cts","dangerousman.article.cts","foodinc.tv.cts","foodinc.show.cts","foodinc.pap.cts","foodinc.article.cts","gasland.tv.cts","gasland.show.cts","gasland.pap.cts","gasland.article.cts","hellandbackagain.tv.cts","hellandbackagain.show.cts","hellandbackagain.pap.cts","hellandbackagain.article.cts","ifatreefalls.tv.cts","ifatreefalls.show.cts","ifatreefalls.pap.cts","ifatreefalls.article.cts","insidejob.tv.cts","insidejob.show.cts","insidejob.pap.cts","insidejob.article.cts","paradiselost3.tv.cts","paradiselost3.show.cts","paradiselost3.pap.cts","paradiselost3.article.cts","pina.tv.cts","pina.show.cts","pina.pap.cts","pina.article.cts","restrepo.tv.cts","restrepo.show.cts","restrepo.pap.cts","restrepo.article.cts","thecove.tv.cts","thecove.show.cts","thecove.pap.cts","thecove.article.cts","wasteland.tv.cts","wasteland.show.cts","wasteland.pap.cts","wasteland.article.cts","burmavj.tv.cts","burmavj.show.cts","burmavj.pap.cts","burmavj.article.cts","whichwayhome.tv.cts","whichwayhome.show.cts","whichwayhome.pap.cts","whichwayhome.article.cts","pina.goog"
"2011-01-22",469,180,41,248,543983,2,1,1,0,12879,3,0,0,3,1067,30,14,1,15,12621,18,6,1,11,19368,0,0,0,0,0,11,4,0,7,16178,12,3,2,7,19537,0,0,0,0,0,8,1,0,7,5344,16,8,1,7,16286,57,12,31,14,219865,6,2,0,4,10127,2,0,0,2,704,5,22,11,70,7,63,14,32,0,0,17,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,21
"2011-01-23",554,215,49,290,670203,0,0,0,0,0,11,1,0,10,23654,36,15,8,13,43271,20,7,4,9,9421,13,12,1,0,57009,21,0,0,21,33853,21,6,0,15,20301,0,0,0,0,0,16,4,0,12,5760,45,26,3,16,544766,25,11,3,11,43437,5,2,0,3,8827,3,3,0,0,1394,5,22,11,70,7,63,14,32,0,0,17,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21
"2011-01-24",518,182,22,314,887220,1,0,0,1,785,5,1,0,4,1139,51,29,4,18,19817,27,8,1,18,45402,10,3,0,7,66278,0,0,0,0,0,21,6,0,15,86569,0,0,0,0,0,12,7,0,5,46033,23,14,2,7,58064,29,7,2,20,136620,12,5,0,7,6538,0,0,0,0,0,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"2011-01-25",2697,1318,88,1291,5102798,0,0,0,0,0,1,0,0,1,822,32,22,0,10,11805,515,267,6,242,2101314,6,2,0,4,18283,0,0,0,0,0,218,69,3,146,822652,0,0,0,0,0,16,0,0,16,11406,467,290,8,169,2755366,25,6,5,14,50630,257,141,1,115,3046682,4,1,0,3,4535,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,20
"2011-01-26",1603,620,44,939,4276313,0,0,0,0,0,0,0,0,0,0,50,19,11,20,60337,271,73,21,177,424382,18,8,0,10,184242,8,0,0,8,126025,116,85,1,30,1411709,0,0,0,0,0,13,2,0,11,90603,113,56,5,52,168807,32,8,9,15,69423,104,62,2,40,307269,10,1,0,9,18212,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,12,7,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,20
"2011-01-27",1219,370,37,812,1750337,0,0,0,0,0,2,2,0,0,920,54,11,23,20,118411,77,39,4,34,154976,4,2,0,2,2260,8,3,0,5,39800,27,5,3,19,46544,0,0,0,0,0,26,6,0,20,18545,51,28,4,19,79386,24,13,2,9,23666,42,29,0,13,63561,5,0,0,5,1330,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2011-01-28",868,169,23,676,1403285,6,1,0,5,126382,0,0,0,0,0,28,11,4,13,30402,37,10,1,26,56823,6,1,3,2,32500,6,2,0,4,11935,55,13,1,41,232248,0,0,0,0,0,17,11,0,6,9815,50,27,2,21,247487,18,11,0,7,17577,52,9,1,42,189035,1,0,0,1,3675,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2011-01-29",529,168,26,335,706597,1,0,0,1,129,5,1,0,4,9470,27,10,3,14,38727,25,8,2,15,45453,5,1,1,3,4807,1,1,0,0,415,24,6,2,16,9482,0,0,0,0,0,13,2,0,11,4715,109,81,3,25,1078202,19,7,1,11,15706,18,6,1,11,21807,1,0,0,1,47,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2011-01-30",682,247,38,397,1570277,0,0,0,0,0,4,1,0,3,695,32,12,2,18,64462,38,16,4,18,46594,174,123,2,49,555367,44,0,0,44,157770,290,24,6,260,667804,0,0,0,0,0,7,0,0,7,4269,89,69,4,16,1169181,28,10,3,15,22648,15,5,0,10,19538,1,0,0,1,3618,6,21,11,36,7,50,19,21,7,0,18,4,44,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2011-01-31",610,209,33,368,807205,0,0,0,0,0,1,0,0,1,673,29,16,2,11,29835,37,6,11,20,70421,45,26,0,19,116108,19,1,0,18,1006488,44,4,3,37,153121,0,0,0,0,0,11,4,0,7,10245,60,34,3,23,58932,27,9,4,14,49793,13,3,0,10,17605,1,0,0,1,13,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,29
"2011-02-01",720,226,32,462,1240506,2,1,0,1,68,2,0,0,2,1482,42,23,3,16,23014,38,5,0,33,59694,2,2,0,0,486,14,3,0,11,7068,22,3,1,18,13707,0,0,0,0,0,6,1,0,5,7786,57,30,1,26,72060,28,8,0,20,29570,14,3,0,11,7068,3,1,0,2,3877,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2011-02-02",1537,211,29,1297,5158408,2,0,0,2,1154,2,0,0,2,161,43,23,3,17,15816,43,10,3,30,100930,9,3,0,6,18569,33,2,0,31,71744,29,7,0,22,39321,0,0,0,0,0,27,6,0,21,76920,69,42,6,21,352043,31,12,2,17,31813,33,2,0,31,71744,2,0,0,2,2314,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2011-02-03",778,188,30,560,3696101,0,0,0,0,0,0,0,0,0,0,34,22,1,11,19005,78,21,8,49,113946,1,1,0,0,398,20,7,1,12,31841,24,5,1,18,255177,0,0,0,0,0,7,1,0,6,1402,127,66,17,44,102491,16,4,1,11,23416,20,7,1,12,31841,2,1,0,1,2124,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,29
"2011-02-04",1886,687,55,1144,4438500,1,0,0,1,1485,1,0,0,1,87,36,11,8,17,28500,27,5,2,20,15290,1,1,0,0,490,28,8,2,18,34634,118,5,1,112,330534,0,0,0,0,0,12,3,0,9,12136,40,19,0,21,32620,25,2,3,20,117788,28,8,2,18,34634,1,0,0,1,403,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2011-02-05",479,167,31,281,500514,0,0,0,0,0,3,0,0,3,2340,24,6,4,14,22748,64,13,10,41,557660,3,3,0,0,6056,0,0,0,0,0,91,11,3,77,276608,0,0,0,0,0,14,2,0,12,14950,52,25,2,25,42942,20,1,3,16,16863,12,3,0,9,22506,1,1,0,0,280,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,29
"2011-02-06",482,163,31,288,405017,3,1,0,2,1329,5,0,0,5,2553,34,19,1,14,56404,60,19,5,36,104377,0,0,0,0,0,0,0,0,0,0,94,12,3,79,149575,0,0,0,0,0,6,4,0,2,2467,44,28,1,15,69451,25,7,4,14,12817,13,2,1,10,6109,0,0,0,0,0,4,21,9,29,10,41,13,24,0,0,17,3,28,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2011-02-07",328,111,20,197,284316,2,0,0,2,358,0,0,0,0,0,17,7,2,8,12363,38,7,0,31,67654,6,5,0,1,33838,0,0,0,0,0,74,6,0,68,781761,0,0,0,0,0,8,5,0,3,3728,58,12,5,41,383419,61,10,3,48,36844,23,8,0,15,41384,2,1,0,1,402,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-08",390,135,20,235,376849,1,0,0,1,152,1,0,0,1,1213,35,18,2,15,48012,192,12,6,174,2302845,3,3,0,0,2290,2,0,0,2,522,30,4,1,25,118044,0,0,0,0,0,44,9,0,35,66398,36,9,4,23,35695,36,9,1,26,36585,11,6,0,5,8904,1,0,0,1,1566,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-09",464,116,16,332,1064138,0,0,0,0,0,0,0,0,0,0,26,13,1,12,17857,151,12,9,130,728175,1,0,0,1,210,8,0,0,8,6805,31,7,0,24,50805,0,0,0,0,0,33,2,0,31,38390,53,16,1,36,16899,20,4,0,16,20887,93,30,4,59,3610837,1,0,0,1,1243,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-10",480,119,30,331,572288,1,1,0,0,1408,2,0,0,2,711,35,18,3,14,53769,58,13,2,43,159038,0,0,0,0,0,7,0,0,7,6804,21,4,0,17,33340,0,0,0,0,0,10,1,0,9,8759,19,9,0,10,42057,24,3,3,18,31293,9,3,0,6,7611,1,0,0,1,0,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-11",382,121,26,235,629354,0,0,0,0,0,1,0,0,1,2,18,9,0,9,9238,23,6,1,16,113550,2,1,0,1,23965,1,0,0,1,720,30,12,0,18,48059,0,0,0,0,0,33,1,0,32,35425,21,13,1,7,7662,13,4,0,9,13271,12,4,2,6,17483,1,0,0,1,8,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-12",366,123,25,218,411885,0,0,0,0,0,3,0,1,2,2259,17,6,3,8,21421,39,6,0,33,48589,0,0,0,0,0,1,0,0,1,14,16,6,0,10,12879,0,0,0,0,0,40,6,0,34,26950,22,6,6,10,19053,17,3,0,14,28975,21,7,1,13,11888,0,0,0,0,0,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-13",595,165,24,406,1090103,1,0,0,1,132,1,0,0,1,660,38,20,2,16,26194,76,16,4,56,179616,0,0,0,0,0,0,0,0,0,0,38,11,1,26,173060,0,0,0,0,0,163,24,2,137,364014,35,15,4,16,27637,30,19,1,10,609827,13,3,1,9,8715,2,0,1,1,50,4,22,9,38,12,51,22,21,0,0,23,4,28,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"2011-02-14",1024,148,12,864,1664819,0,0,0,0,0,6,0,0,6,264259,29,10,4,15,41146,44,18,0,26,167916,2,0,0,2,996,1,0,0,1,67,15,3,1,11,11121,0,0,0,0,0,208,19,0,189,553934,25,13,0,12,17758,36,11,1,24,70119,11,4,0,7,13338,2,0,0,2,1360,4,21,8,62,15,66,19,37,0,0,29,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-15",539,144,15,380,945191,0,0,0,0,0,0,0,0,0,0,26,11,3,12,6545,69,24,3,42,102599,1,0,0,1,369,1,0,0,1,456,25,5,0,20,55308,0,0,0,0,0,75,11,0,64,428587,21,8,2,11,8975,30,14,2,14,29174,8,1,0,7,22865,2,0,1,1,54,4,21,8,62,15,66,19,37,0,0,29,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-16",444,137,23,284,607210,2,0,0,2,92,3,2,0,1,19,30,18,2,10,16187,53,8,2,43,111230,0,0,0,0,0,0,0,0,0,0,54,11,0,43,150183,0,0,0,0,0,32,6,2,24,11420,34,15,3,16,32291,21,7,5,9,32395,53,31,1,21,535027,1,0,0,1,1033,4,21,8,62,15,66,19,37,0,0,29,3,32,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-17",729,172,27,530,998274,0,0,0,0,0,0,0,0,0,0,29,17,4,8,17495,35,13,2,20,60482,0,0,0,0,0,1,0,0,1,183,136,11,6,119,264397,0,0,0,0,0,57,4,0,53,59012,25,13,3,9,7698,39,17,5,17,57441,26,12,2,12,17600,0,0,0,0,0,4,21,8,62,15,66,19,37,0,0,29,3,32,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-18",627,217,27,383,3791249,0,0,0,0,0,1,0,0,1,2277,18,4,1,13,8837,40,13,1,26,484209,1,0,0,1,220,0,0,0,0,0,154,22,5,127,386518,0,0,0,0,0,55,9,1,45,147966,33,15,3,15,53696,21,5,5,11,22790,47,13,6,28,163549,1,0,0,1,32,4,21,8,62,15,66,19,37,0,0,29,3,32,3,3,7,6,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,83
"2011-02-19",533,167,30,336,990807,1,0,0,1,549,1,0,0,1,14,19,8,3,8,7780,52,5,2,45,62545,0,0,0,0,0,0,0,0,0,0,96,16,6,74,124596,0,0,0,0,0,32,4,0,28,23997,34,11,4,19,31645,21,9,3,9,15993,14,6,0,8,18151,3,0,0,3,801,4,21,8,62,15,66,19,37,0,0,29,3,32,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-20",571,174,28,369,649083,2,1,0,1,604,2,0,0,2,491,46,30,5,11,14796,66,14,0,52,2053667,0,0,0,0,0,0,0,0,0,0,178,46,7,125,339258,0,0,0,0,0,20,1,0,19,13013,35,19,6,10,55968,13,2,3,8,88591,24,8,2,14,40951,1,1,0,0,5,4,21,8,62,15,66,19,37,0,0,29,3,32,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"2011-02-21",658,226,34,398,855989,0,0,0,0,0,1,0,0,1,696,43,23,5,15,33203,98,30,2,66,184489,0,0,0,0,0,0,0,0,0,0,146,50,5,91,267083,0,0,0,0,0,20,3,0,17,12208,29,15,2,12,20394,37,13,6,18,40630,43,18,1,24,91716,7,0,0,7,6835,5,25,7,100,10,100,22,70,0,0,100,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,77
"2011-02-22",1112,266,30,816,2484754,2,0,0,2,2270,1,0,0,1,100,35,17,3,15,18515,57,20,2,35,78848,0,0,0,0,0,0,0,0,0,0,144,38,10,96,159402,0,0,0,0,0,39,6,2,31,29121,48,21,3,24,40737,18,9,4,5,8687,15,8,1,6,18785,9,2,1,6,15205,5,25,7,100,10,100,22,70,0,0,100,2,61,9,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"2011-02-23",784,207,39,538,1799077,1,0,0,1,1931,1,0,0,1,2284,31,15,2,14,23415,62,14,1,47,98400,0,0,0,0,0,0,0,0,0,0,102,32,10,60,80367,0,0,0,0,0,45,6,0,39,41004,28,14,0,14,36924,16,4,4,8,10286,40,10,2,28,98733,8,4,0,4,5876,5,25,7,100,10,100,22,70,0,0,100,2,61,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,77
"2011-02-24",992,242,44,706,5822564,1,0,0,1,24,1,1,0,0,986,35,15,1,19,33720,71,20,1,50,512923,0,0,0,0,0,2,0,0,2,714,83,29,5,49,92864,0,0,0,0,0,37,8,0,29,31131,64,31,4,29,60173,34,15,0,19,42228,78,19,0,59,149763,6,2,0,4,12823,5,25,7,100,10,100,22,70,0,0,100,2,61,0,0,14,3,0,0,0,0,0,0,0,0,12,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"2011-02-25",744,293,26,425,2045676,0,0,0,0,0,3,0,0,3,1473,19,9,0,10,41802,169,30,4,135,819901,0,0,0,0,0,1,0,0,1,16,140,47,18,75,684972,0,0,0,0,0,26,3,0,23,10922,63,38,2,23,559103,38,13,2,23,23883,82,23,3,56,179454,2,0,0,2,274,5,25,7,100,10,100,22,70,0,0,100,2,61,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"2011-02-26",1350,585,49,716,7127531,2,0,1,1,1021,32,32,0,0,50036,26,17,0,9,8804,137,22,10,105,757734,0,0,0,0,0,0,0,0,0,0,108,28,5,75,153320,0,0,0,0,0,12,1,1,10,13077,108,76,6,26,226993,35,10,6,19,53480,46,13,3,30,280853,6,1,0,5,5300,5,25,7,100,10,100,22,70,0,0,100,2,61,7,7,11,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"2011-02-27",2749,1023,76,1650,4951787,0,0,0,0,0,2,0,0,2,913,18,10,1,7,16718,259,77,5,177,1154957,0,0,0,0,0,0,0,0,0,0,250,64,15,171,1387115,0,0,0,0,0,41,4,0,37,162698,177,117,7,53,254589,57,39,0,18,38071,102,34,7,61,176967,9,1,0,8,9224,5,25,7,100,10,100,22,70,0,0,100,2,61,4,3,8,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,0,0,0,0,0,0,0,77
"2011-02-28",6605,2549,723,3333,16551974,1,0,0,1,214,1,0,0,1,47,41,16,3,22,52628,597,321,15,261,2050644,0,0,0,0,0,2,0,0,2,7583,5729,1661,262,3806,34657427,0,0,0,0,0,24,0,0,24,10013,724,430,58,236,978039,86,31,3,52,237932,307,84,7,216,4713005,5,1,0,4,658,4,24,9,43,18,41,18,24,0,0,38,3,30,0,0,8,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,8,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,66
"2011-03-01",771,239,42,490,723075,3,0,0,3,538,2,0,0,2,829,35,18,4,13,10174,51,7,1,43,166306,1,1,0,0,290,64,9,1,54,25585,360,125,25,210,978587,0,0,0,0,0,22,1,0,21,9428,47,30,2,15,22471,222,77,20,125,228460,64,9,1,54,25585,5,3,0,2,3530,4,24,9,43,18,41,18,24,0,0,38,3,30,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,1,1,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"2011-03-02",523,176,25,322,489905,1,0,0,1,175,2,0,0,2,837,41,10,2,29,38498,44,5,2,37,52965,0,0,0,0,0,24,8,0,16,19740,211,67,8,136,256204,0,0,0,0,0,33,2,0,31,31652,54,14,4,36,30084,110,28,14,68,76360,24,8,0,16,19740,5,3,0,2,2300,4,24,9,43,18,41,18,24,0,0,38,3,30,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"2011-03-03",417,138,25,254,312298,0,0,0,0,0,3,1,0,2,1206,24,7,4,13,17367,37,12,6,19,35686,0,0,0,0,0,0,0,0,0,0,155,45,10,100,124717,0,0,0,0,0,37,13,0,24,57505,93,37,13,43,131347,25,5,5,15,27257,24,11,0,13,24668,5,2,0,3,1821,4,24,9,43,18,41,18,24,0,0,38,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"2011-03-04",386,119,23,244,342898,0,0,0,0,0,3,1,0,2,3795,39,17,2,20,9372,65,15,0,50,92993,0,0,0,0,0,0,0,0,0,0,125,32,8,85,156639,0,0,0,0,0,20,2,0,18,30439,37,10,2,25,22968,25,8,3,14,30272,41,10,1,30,63127,10,2,0,8,3731,4,24,9,43,18,41,18,24,0,0,38,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,66
